Player-additional,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,ERA+,WAR
millebr04,Bryce Miller,25.0,SEA,AL,12.0,8.0,0.6,2.94,31.0,31.0,0.0,0.0,0.0,0.0,180.1,131.0,62.0,59.0,21.0,45.0,1.0,171.0,3.0,0.0,2.0,704.0,3.58,0.976,6.5,1.0,2.2,8.5,3.8,125.0,3.4
milleer01,Erik Miller*,26.0,SFG,NL,4.0,5.0,0.444,3.88,73.0,10.0,11.0,0.0,0.0,0.0,67.1,50.0,33.0,29.0,7.0,38.0,0.0,87.0,1.0,0.0,1.0,284.0,3.67,1.307,6.7,0.9,5.1,11.6,2.29,100.0,0.4
millema03,Mason Miller,25.0,OAK,AL,2.0,2.0,0.5,2.49,55.0,0.0,44.0,0.0,0.0,28.0,65.0,36.0,23.0,18.0,6.0,21.0,3.0,104.0,1.0,0.0,2.0,249.0,2.18,0.877,5.0,0.8,2.9,14.4,4.95,159.0,2.4
millery01,Ryan Miller,28.0,LAA,AL,0.0,1.0,0.0,4.15,13.0,0.0,5.0,0.0,0.0,0.0,13.0,13.0,7.0,6.0,2.0,8.0,2.0,11.0,0.0,0.0,0.0,58.0,5.32,1.615,9.0,1.4,5.5,7.6,1.38,103.0,0.0
millesh01,Shelby Miller,33.0,DET,AL,6.0,8.0,0.429,4.53,51.0,0.0,18.0,0.0,0.0,2.0,55.2,41.0,31.0,28.0,9.0,13.0,0.0,49.0,5.0,0.0,1.0,225.0,4.48,0.97,6.6,1.5,2.1,7.9,3.77,90.0,0.0
millety01,Tyson Miller,28.0,CHC/SEA,2LG,5.0,1.0,0.833,2.32,58.0,0.0,11.0,0.0,0.0,1.0,62.0,39.0,18.0,16.0,7.0,11.0,0.0,54.0,5.0,0.0,0.0,235.0,3.67,0.806,5.7,1.0,1.6,7.8,4.91,171.0,1.4
milneho01,Hoby Milner*,33.0,MIL,NL,5.0,1.0,0.833,4.73,61.0,1.0,11.0,0.0,0.0,1.0,64.2,63.0,38.0,34.0,6.0,14.0,2.0,64.0,2.0,0.0,0.0,268.0,3.14,1.191,8.8,0.8,1.9,8.9,4.57,89.0,-0.6
minteaj01,A.J. Minter*,30.0,ATL,NL,5.0,4.0,0.556,2.62,39.0,0.0,10.0,0.0,0.0,1.0,34.1,24.0,10.0,10.0,6.0,11.0,1.0,35.0,1.0,0.0,0.0,134.0,4.45,1.019,6.3,1.6,2.9,9.2,3.18,160.0,1.1
mizeca01,Casey Mize,27.0,DET,AL,2.0,6.0,0.25,4.49,22.0,20.0,0.0,0.0,0.0,0.0,102.1,121.0,57.0,51.0,11.0,29.0,0.0,78.0,2.0,1.0,2.0,452.0,3.95,1.466,10.6,1.0,2.6,6.9,2.69,91.0,0.1
mlodzca01,Carmen Mlodzinski,25.0,PIT,NL,5.0,5.0,0.5,3.38,40.0,4.0,5.0,0.0,0.0,0.0,50.2,41.0,22.0,19.0,3.0,19.0,1.0,46.0,2.0,0.0,1.0,209.0,3.36,1.184,7.3,0.5,3.4,8.2,2.42,125.0,0.8
molinan01,Anthony Molina,22.0,COL,NL,1.0,1.0,0.5,6.79,35.0,1.0,17.0,0.0,0.0,0.0,59.2,72.0,46.0,45.0,5.0,22.0,1.0,41.0,2.0,0.0,5.0,264.0,4.09,1.575,10.9,0.8,3.3,6.2,1.86,68.0,-0.6
mollsa01,Sam Moll*,32.0,CIN,NL,3.0,2.0,0.6,3.35,48.0,0.0,7.0,0.0,0.0,0.0,37.2,27.0,16.0,14.0,3.0,14.0,2.0,38.0,2.0,0.0,0.0,152.0,3.46,1.088,6.5,0.7,3.3,9.1,2.71,132.0,0.8
montafr02,Frankie Montas,31.0,CIN/MIL,NL,7.0,11.0,0.389,4.84,30.0,30.0,0.0,0.0,0.0,0.0,150.2,140.0,89.0,81.0,24.0,66.0,0.0,148.0,6.0,0.0,3.0,655.0,4.71,1.367,8.4,1.4,3.9,8.8,2.24,89.0,0.6
monteke01,Keider Montero,23.0,DET,AL,6.0,6.0,0.5,4.76,19.0,16.0,1.0,1.0,1.0,0.0,98.1,100.0,54.0,52.0,19.0,31.0,0.0,77.0,3.0,0.0,2.0,412.0,5.15,1.332,9.2,1.7,2.8,7.0,2.48,86.0,0.1
montera01,Rafael Montero,33.0,HOU,AL,1.0,2.0,0.333,4.7,41.0,0.0,7.0,0.0,0.0,0.0,38.1,35.0,21.0,20.0,8.0,19.0,0.0,23.0,3.0,0.0,0.0,164.0,6.4,1.409,8.2,1.9,4.5,5.4,1.21,85.0,-0.1
montgjo01,Jordan Montgomery*,31.0,ARI,NL,8.0,7.0,0.533,6.23,25.0,21.0,3.0,0.0,0.0,1.0,117.0,149.0,83.0,81.0,14.0,44.0,3.0,83.0,2.0,0.0,7.0,532.0,4.48,1.65,11.5,1.1,3.4,6.4,1.89,67.0,-1.4
montgma01,Mason Montgomery*,24.0,TBR,AL,0.0,0.0,,1.86,9.0,0.0,1.0,0.0,0.0,0.0,9.2,6.0,2.0,2.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,37.0,1.2,1.138,5.6,0.0,4.7,15.8,3.4,222.0,0.3
moorema02,Matt Moore*,35.0,LAA,AL,5.0,3.0,0.625,5.03,51.0,0.0,12.0,0.0,0.0,1.0,48.1,39.0,31.0,27.0,11.0,26.0,2.0,41.0,2.0,0.0,1.0,210.0,6.17,1.345,7.3,2.0,4.8,7.6,1.58,84.0,-0.5
morejad01,Adrián Morejón*,25.0,SDP,NL,3.0,2.0,0.6,2.83,60.0,0.0,12.0,0.0,0.0,2.0,63.2,63.0,24.0,20.0,4.0,21.0,2.0,71.0,1.0,1.0,7.0,272.0,2.79,1.319,8.9,0.6,3.0,10.0,3.38,146.0,1.3
morgael01,Eli Morgan,28.0,CLE,AL,3.0,0.0,1.0,1.93,32.0,0.0,9.0,0.0,0.0,0.0,42.0,30.0,11.0,9.0,4.0,11.0,1.0,34.0,1.0,0.0,0.0,167.0,3.64,0.976,6.4,0.9,2.4,7.3,3.09,212.0,1.1
mortoch02,Charlie Morton,40.0,ATL,NL,8.0,10.0,0.444,4.19,30.0,30.0,0.0,0.0,0.0,0.0,165.1,154.0,85.0,77.0,23.0,65.0,1.0,167.0,18.0,1.0,2.0,701.0,4.46,1.325,8.4,1.3,3.5,9.1,2.57,99.0,1.1
mulleky01,Kyle Muller*,26.0,OAK,AL,0.0,1.0,0.0,4.01,21.0,0.0,9.0,0.0,0.0,0.0,49.1,48.0,25.0,22.0,6.0,10.0,3.0,36.0,1.0,0.0,1.0,202.0,3.96,1.176,8.8,1.1,1.8,6.6,3.6,99.0,0.4
munozan01,Andrés Muñoz,25.0,SEA,AL,3.0,7.0,0.3,2.12,60.0,0.0,41.0,0.0,0.0,22.0,59.1,31.0,16.0,14.0,6.0,26.0,3.0,77.0,3.0,1.0,3.0,232.0,3.35,0.961,4.7,0.9,3.9,11.7,2.96,173.0,2.0
munozro01,Roddery Muñoz,24.0,MIA,NL,2.0,7.0,0.222,6.53,18.0,17.0,0.0,0.0,0.0,0.0,82.2,89.0,66.0,60.0,26.0,42.0,0.0,70.0,5.0,1.0,4.0,379.0,7.27,1.585,9.7,2.8,4.6,7.6,1.67,69.0,-0.9
musgrjo01,Joe Musgrove,31.0,SDP,NL,6.0,5.0,0.545,3.88,19.0,19.0,0.0,0.0,0.0,0.0,99.2,94.0,44.0,43.0,14.0,23.0,0.0,101.0,10.0,0.0,0.0,410.0,3.96,1.174,8.5,1.3,2.1,9.1,4.39,106.0,1.7
mushipa01,Parker Mushinski*,28.0,HOU,AL,0.0,0.0,,6.55,10.0,0.0,2.0,0.0,0.0,0.0,11.0,11.0,10.0,8.0,1.0,5.0,0.0,3.0,1.0,0.0,1.0,50.0,5.44,1.455,9.0,0.8,4.1,2.5,0.6,62.0,-0.3
myersto01,Tobias Myers,25.0,MIL,NL,9.0,6.0,0.6,3.0,27.0,25.0,0.0,0.0,0.0,0.0,138.0,126.0,52.0,46.0,18.0,36.0,0.0,127.0,5.0,5.0,4.0,569.0,3.91,1.174,8.2,1.2,2.3,8.3,3.53,140.0,2.7
nanceto01,Tommy Nance,33.0,TOR,AL,0.0,3.0,0.0,4.09,20.0,0.0,6.0,0.0,0.0,0.0,22.0,18.0,12.0,10.0,2.0,9.0,2.0,19.0,1.0,0.0,2.0,93.0,3.99,1.227,7.4,0.8,3.7,7.8,2.11,100.0,-0.2
nardian01,Andrew Nardi*,25.0,MIA,NL,3.0,2.0,0.6,5.07,59.0,0.0,4.0,0.0,0.0,0.0,49.2,44.0,29.0,28.0,7.0,18.0,1.0,70.0,1.0,0.0,1.0,210.0,3.33,1.248,8.0,1.3,3.3,12.7,3.89,90.0,0.2
nastrni01,Nick Nastrini,24.0,CHW,AL,0.0,7.0,0.0,7.07,9.0,8.0,0.0,0.0,0.0,0.0,35.2,32.0,33.0,28.0,7.0,36.0,0.0,26.0,1.0,0.0,3.0,174.0,7.37,1.907,8.1,1.8,9.1,6.6,0.72,59.0,-0.8
neelyja01,Jack Neely,24.0,CHC,NL,0.0,0.0,,9.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,8.0,6.0,6.0,2.0,2.0,0.0,7.0,0.0,0.0,1.0,28.0,6.17,1.667,12.0,3.0,3.0,10.5,3.5,47.0,-0.2
nelsoky01,Kyle Nelson*,27.0,ARI,NL,0.0,0.0,,4.22,11.0,0.0,4.0,0.0,0.0,0.0,10.2,8.0,5.0,5.0,2.0,4.0,1.0,8.0,0.0,0.0,0.0,42.0,5.23,1.125,6.8,1.7,3.4,6.8,2.0,102.0,0.1
nelsoni01,Nick Nelson,28.0,PHI,NL,0.0,0.0,,5.06,4.0,0.0,4.0,0.0,0.0,0.0,5.1,8.0,3.0,3.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,26.0,1.85,1.875,13.5,0.0,3.4,13.5,4.0,86.0,0.0
nelsory01,Ryne Nelson,26.0,ARI,NL,10.0,6.0,0.625,4.24,28.0,25.0,1.0,0.0,0.0,1.0,150.2,155.0,73.0,71.0,17.0,34.0,2.0,126.0,5.0,0.0,4.0,630.0,3.74,1.254,9.3,1.0,2.0,7.5,3.71,99.0,1.7
nerishe01,Héctor Neris,35.0,CHC/HOU,2LG,10.0,5.0,0.667,4.1,62.0,0.0,36.0,0.0,0.0,18.0,59.1,55.0,31.0,27.0,8.0,28.0,2.0,64.0,2.0,4.0,2.0,260.0,4.28,1.399,8.3,1.2,4.2,9.7,2.29,98.0,-0.2
newcose01,Sean Newcomb*,31.0,OAK,AL,1.0,0.0,1.0,6.3,7.0,0.0,3.0,0.0,0.0,0.0,10.0,9.0,7.0,7.0,2.0,8.0,1.0,7.0,1.0,0.0,0.0,45.0,7.07,1.7,8.1,1.8,7.2,6.3,0.88,65.0,-0.1
nicolky01,Kyle Nicolas,25.0,PIT,NL,2.0,2.0,0.5,3.95,51.0,0.0,20.0,0.0,0.0,0.0,54.2,51.0,30.0,24.0,4.0,31.0,1.0,55.0,4.0,1.0,7.0,243.0,4.03,1.5,8.4,0.7,5.1,9.1,1.77,106.0,0.2
nittovi01,Vinny Nittoli,33.0,OAK,AL,0.0,1.0,0.0,1.5,9.0,0.0,2.0,0.0,0.0,0.0,12.0,10.0,2.0,2.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,46.0,3.42,1.0,7.5,0.8,1.5,6.0,4.0,275.0,0.4
nolaaa01,Aaron Nola,31.0,PHI,NL,14.0,8.0,0.636,3.57,33.0,33.0,0.0,1.0,1.0,0.0,199.1,189.0,84.0,79.0,30.0,50.0,0.0,197.0,3.0,0.0,2.0,820.0,3.94,1.199,8.5,1.4,2.3,8.9,3.94,114.0,3.6
nunezde01,Dedniel Núñez,28.0,NYM,NL,2.0,0.0,1.0,2.31,25.0,0.0,3.0,0.0,0.0,1.0,35.0,24.0,11.0,9.0,3.0,8.0,1.0,48.0,0.0,2.0,1.0,135.0,2.22,0.914,6.2,0.8,2.1,12.3,6.0,172.0,0.8
oberba01,Bailey Ober,28.0,MIN,AL,12.0,9.0,0.571,3.98,31.0,31.0,0.0,1.0,0.0,0.0,178.2,136.0,81.0,79.0,27.0,43.0,0.0,191.0,6.0,0.0,1.0,709.0,3.82,1.002,6.9,1.4,2.2,9.6,4.44,104.0,2.9
obrieri01,Riley O'Brien,29.0,STL,NL,0.0,0.0,,11.25,8.0,0.0,4.0,0.0,0.0,0.0,8.0,13.0,10.0,10.0,2.0,8.0,0.0,11.0,1.0,0.0,1.0,46.0,7.04,2.625,14.6,2.3,9.0,12.4,1.38,39.0,-0.4
okertst01,Steven Okert*,32.0,MIN,AL,3.0,2.0,0.6,5.09,44.0,1.0,8.0,0.0,0.0,1.0,35.1,37.0,22.0,20.0,6.0,16.0,3.0,33.0,3.0,0.0,2.0,160.0,5.12,1.5,9.4,1.5,4.1,8.4,2.06,82.0,-0.3
ollerad01,Adam Oller,29.0,MIA,NL,2.0,4.0,0.333,5.31,8.0,8.0,0.0,0.0,0.0,0.0,42.1,43.0,25.0,25.0,7.0,22.0,0.0,36.0,2.0,0.0,1.0,189.0,5.32,1.535,9.1,1.5,4.7,7.7,1.64,86.0,0.4
olougja01,Jack O'Loughlin*,24.0,OAK,AL,0.0,0.0,,4.66,4.0,0.0,1.0,0.0,0.0,0.0,9.2,13.0,5.0,5.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,47.0,4.82,1.862,12.1,0.9,4.7,5.6,1.2,88.0,0.1
olsonre01,Reese Olson,24.0,DET,AL,4.0,8.0,0.333,3.53,22.0,22.0,0.0,0.0,0.0,0.0,112.1,100.0,51.0,44.0,7.0,33.0,0.0,101.0,4.0,0.0,4.0,465.0,3.17,1.184,8.0,0.6,2.6,8.1,3.06,116.0,1.2
ortizlu03,Luis Ortiz,25.0,PIT,NL,7.0,6.0,0.538,3.32,37.0,15.0,2.0,0.0,0.0,1.0,135.2,109.0,56.0,50.0,16.0,42.0,3.0,107.0,9.0,1.0,2.0,556.0,4.25,1.113,7.2,1.1,2.8,7.1,2.55,126.0,3.0
ortka01,Kaleb Ort,32.0,HOU,AL,1.0,1.0,0.5,2.55,22.0,0.0,6.0,0.0,0.0,0.0,24.2,16.0,7.0,7.0,7.0,4.0,0.0,26.0,0.0,0.0,1.0,93.0,5.23,0.811,5.8,2.6,1.5,9.5,6.5,157.0,0.5
otanemi01,Michel Otañez,26.0,OAK,AL,1.0,0.0,1.0,3.44,36.0,0.0,6.0,0.0,0.0,1.0,34.0,27.0,15.0,13.0,2.0,20.0,0.0,55.0,3.0,0.0,6.0,151.0,2.73,1.382,7.1,0.5,5.3,14.6,2.75,116.0,0.4
ottavad01,Adam Ottavino,38.0,NYM,NL,2.0,2.0,0.5,4.34,60.0,0.0,9.0,0.0,0.0,1.0,56.0,49.0,29.0,27.0,6.0,23.0,1.0,70.0,7.0,0.0,5.0,245.0,3.67,1.286,7.9,1.0,3.7,11.3,3.04,91.0,0.0
paddach01,Chris Paddack,28.0,MIN,AL,5.0,3.0,0.625,4.99,17.0,17.0,0.0,0.0,0.0,0.0,88.1,102.0,50.0,49.0,14.0,21.0,0.0,79.0,1.0,0.0,3.0,384.0,4.19,1.392,10.4,1.4,2.1,8.0,3.76,83.0,0.4
paganem01,Emilio Pagán,33.0,CIN,NL,4.0,5.0,0.444,4.5,38.0,1.0,5.0,0.0,0.0,1.0,38.0,40.0,20.0,19.0,6.0,11.0,0.0,44.0,0.0,1.0,0.0,158.0,3.77,1.342,9.5,1.4,2.6,10.4,4.0,98.0,0.4
palenda01,Daniel Palencia,24.0,CHC,NL,0.0,1.0,0.0,6.14,10.0,0.0,3.0,0.0,0.0,1.0,14.2,14.0,11.0,10.0,0.0,12.0,0.0,16.0,1.0,0.0,0.0,69.0,3.64,1.773,8.6,0.0,7.4,9.8,1.33,66.0,-0.1
pallaan01,Andre Pallante,25.0,STL,NL,8.0,8.0,0.5,3.78,29.0,20.0,1.0,0.0,0.0,0.0,121.1,110.0,55.0,51.0,8.0,48.0,0.0,94.0,2.0,2.0,12.0,509.0,3.71,1.302,8.2,0.6,3.6,7.0,1.96,111.0,1.6
pareden01,Enoli Paredes,28.0,MIL,NL,1.0,0.0,1.0,1.66,18.0,0.0,9.0,0.0,0.0,1.0,21.2,13.0,4.0,4.0,0.0,10.0,0.0,16.0,2.0,0.0,2.0,87.0,3.35,1.062,5.4,0.0,4.2,6.6,1.6,259.0,0.7
parkemi01,Mitchell Parker*,24.0,WSN,NL,7.0,10.0,0.412,4.29,29.0,29.0,0.0,0.0,0.0,0.0,151.0,154.0,82.0,72.0,18.0,43.0,0.0,133.0,2.0,0.0,7.0,646.0,3.85,1.305,9.2,1.1,2.6,7.9,3.09,94.0,0.7
parsowe01,Wes Parsons,31.0,TOR,AL,0.0,0.0,,6.0,4.0,0.0,3.0,0.0,0.0,0.0,9.0,10.0,6.0,6.0,2.0,2.0,0.0,7.0,0.0,1.0,0.0,38.0,5.17,1.333,10.0,2.0,2.0,7.0,3.5,73.0,0.0
paxtoja01,James Paxton*,35.0,BOS/LAD,2LG,9.0,3.0,0.75,4.4,21.0,21.0,0.0,0.0,0.0,0.0,100.1,95.0,53.0,49.0,12.0,50.0,0.0,73.0,1.0,0.0,4.0,437.0,4.79,1.445,8.5,1.1,4.5,6.5,1.46,89.0,0.1
payamjo01,Joel Payamps,30.0,MIL,NL,3.0,7.0,0.3,3.05,68.0,0.0,18.0,0.0,0.0,6.0,59.0,39.0,23.0,20.0,7.0,18.0,4.0,59.0,2.0,0.0,0.0,235.0,3.73,0.966,5.9,1.1,2.7,9.0,3.28,138.0,1.1
pearsna01,Nate Pearson,27.0,CHC/TOR,2LG,2.0,2.0,0.5,4.48,60.0,1.0,17.0,0.0,0.0,2.0,66.1,67.0,34.0,33.0,12.0,21.0,0.0,74.0,3.0,0.0,2.0,285.0,4.37,1.327,9.1,1.6,2.8,10.0,3.52,90.0,-0.2
pegueel01,Elvis Peguero,27.0,MIL,NL,7.0,4.0,0.636,2.98,52.0,0.0,8.0,0.0,0.0,2.0,51.1,52.0,22.0,17.0,4.0,27.0,3.0,47.0,2.0,1.0,6.0,227.0,4.04,1.539,9.1,0.7,4.7,8.2,1.74,141.0,0.4
penniwa01,Walter Pennington*,26.0,TEX,AL,1.0,0.0,1.0,3.0,16.0,1.0,3.0,0.0,0.0,0.0,18.0,19.0,7.0,6.0,1.0,11.0,0.0,17.0,2.0,0.0,1.0,84.0,4.17,1.667,9.5,0.5,5.5,8.5,1.55,137.0,0.2
pepiory01,Ryan Pepiot,26.0,TBR,AL,8.0,8.0,0.5,3.6,26.0,26.0,0.0,0.0,0.0,0.0,130.0,102.0,58.0,52.0,17.0,48.0,0.0,142.0,7.0,0.0,4.0,539.0,3.95,1.154,7.1,1.2,3.3,9.8,2.96,111.0,2.1
peralfr01,Freddy Peralta,28.0,MIL,NL,11.0,9.0,0.55,3.68,32.0,32.0,0.0,0.0,0.0,0.0,173.2,143.0,74.0,71.0,26.0,68.0,0.0,200.0,10.0,1.0,8.0,725.0,4.16,1.215,7.4,1.3,3.5,10.4,2.94,114.0,2.6
perallu01,Luis Peralta*,23.0,COL,NL,0.0,0.0,,0.73,15.0,0.0,1.0,0.0,0.0,0.0,12.1,7.0,1.0,1.0,0.0,5.0,0.0,14.0,2.0,0.0,2.0,49.0,2.6,0.973,5.1,0.0,3.6,10.2,2.8,646.0,0.8
peralsa01,Sammy Peralta*,26.0,CHW,AL,0.0,0.0,,4.8,9.0,0.0,4.0,0.0,0.0,0.0,15.0,21.0,9.0,8.0,2.0,7.0,0.0,11.0,0.0,1.0,0.0,72.0,4.83,1.867,12.6,1.2,4.2,6.6,1.57,88.0,0.1
peralwa01,Wandy Peralta*,32.0,SDP,NL,3.0,2.0,0.6,3.99,46.0,0.0,10.0,0.0,0.0,0.0,38.1,33.0,19.0,17.0,6.0,13.0,0.0,22.0,5.0,0.0,2.0,162.0,5.46,1.2,7.7,1.4,3.1,5.2,1.69,104.0,0.4
perezci01,Cionel Pérez*,28.0,BAL,AL,2.0,0.0,1.0,4.53,62.0,0.0,9.0,0.0,0.0,2.0,53.2,47.0,29.0,27.0,0.0,28.0,0.0,46.0,5.0,0.0,6.0,238.0,3.3,1.398,7.9,0.0,4.7,7.7,1.64,83.0,-0.2
perezma02,Martín Pérez*,33.0,PIT/SDP,NL,5.0,6.0,0.455,4.53,26.0,26.0,0.0,0.0,0.0,0.0,135.0,151.0,71.0,68.0,22.0,49.0,0.0,107.0,5.0,1.0,2.0,590.0,4.9,1.481,10.1,1.5,3.3,7.1,2.18,92.0,0.9
peterda01,David Peterson*,28.0,NYM,NL,10.0,3.0,0.769,2.9,21.0,21.0,0.0,0.0,0.0,0.0,121.0,110.0,44.0,39.0,8.0,46.0,0.0,101.0,7.0,1.0,4.0,510.0,3.67,1.289,8.2,0.6,3.4,7.5,2.2,136.0,2.8
petermi01,Michael Petersen,30.0,LAD/MIA,NL,3.0,1.0,0.75,5.95,16.0,0.0,5.0,0.0,0.0,0.0,19.2,21.0,14.0,13.0,3.0,11.0,1.0,14.0,1.0,1.0,0.0,90.0,5.56,1.627,9.6,1.4,5.0,6.4,1.27,71.0,-0.3
pfaadbr01,Brandon Pfaadt,25.0,ARI,NL,11.0,10.0,0.524,4.71,32.0,32.0,0.0,0.0,0.0,0.0,181.2,183.0,103.0,95.0,24.0,42.0,1.0,185.0,4.0,0.0,1.0,760.0,3.61,1.239,9.1,1.2,2.1,9.2,4.4,89.0,0.5
phillev01,Evan Phillips,29.0,LAD,NL,5.0,1.0,0.833,3.62,61.0,0.0,28.0,0.0,0.0,18.0,54.2,48.0,30.0,22.0,6.0,17.0,1.0,63.0,1.0,0.0,1.0,228.0,3.28,1.189,7.9,1.0,2.8,10.4,3.71,107.0,-0.6
phillty01,Tyler Phillips,26.0,PHI,NL,4.0,1.0,0.8,6.87,8.0,7.0,1.0,1.0,1.0,0.0,36.2,45.0,28.0,28.0,9.0,7.0,0.0,28.0,2.0,0.0,0.0,160.0,5.57,1.418,11.0,2.2,1.7,6.9,4.0,60.0,-0.6
pintori01,Ricardo Pinto,30.0,PHI,NL,0.0,0.0,,10.97,6.0,0.0,5.0,0.0,0.0,1.0,10.2,19.0,14.0,13.0,2.0,5.0,0.0,8.0,2.0,0.0,0.0,59.0,6.07,2.25,16.0,1.7,4.2,6.8,1.6,38.0,-0.5
pivetni01,Nick Pivetta,31.0,BOS,AL,6.0,12.0,0.333,4.14,27.0,26.0,0.0,0.0,0.0,0.0,145.2,128.0,70.0,67.0,28.0,36.0,1.0,172.0,1.0,0.0,4.0,595.0,4.07,1.126,7.9,1.7,2.2,10.6,4.78,103.0,1.8
plesaza01,Zach Plesac,29.0,LAA,AL,1.0,1.0,0.5,8.25,3.0,3.0,0.0,0.0,0.0,0.0,12.0,12.0,11.0,11.0,4.0,7.0,0.0,5.0,0.0,0.0,0.0,54.0,8.42,1.583,9.0,3.0,5.3,3.8,0.71,52.0,-0.3
pocheco01,Colin Poche*,30.0,TBR,AL,1.0,2.0,0.333,3.86,43.0,0.0,7.0,0.0,0.0,2.0,37.1,30.0,16.0,16.0,7.0,13.0,2.0,33.0,0.0,0.0,1.0,153.0,4.88,1.152,7.2,1.7,3.1,8.0,2.54,104.0,0.5
popza01,Zach Pop,27.0,TOR,AL,2.0,4.0,0.333,5.59,58.0,0.0,12.0,0.0,0.0,1.0,48.1,45.0,36.0,30.0,9.0,19.0,4.0,33.0,2.0,1.0,1.0,209.0,5.53,1.324,8.4,1.7,3.5,6.1,1.74,73.0,-1.4
poteeco01,Cody Poteet,29.0,NYY,AL,3.0,0.0,1.0,2.22,5.0,4.0,0.0,0.0,0.0,0.0,24.1,18.0,7.0,6.0,2.0,8.0,0.0,16.0,1.0,0.0,1.0,96.0,4.03,1.068,6.7,0.7,3.0,5.9,2.0,188.0,0.9
povicca01,Cade Povich*,24.0,BAL,AL,3.0,9.0,0.25,5.2,16.0,16.0,0.0,0.0,0.0,0.0,79.2,80.0,49.0,46.0,12.0,34.0,1.0,69.0,3.0,0.0,1.0,352.0,4.79,1.431,9.0,1.4,3.8,7.8,2.03,72.0,-0.5
pressry01,Ryan Pressly,35.0,HOU,AL,2.0,3.0,0.4,3.49,59.0,0.0,8.0,0.0,0.0,4.0,56.2,58.0,25.0,22.0,4.0,18.0,0.0,58.0,2.0,0.0,7.0,244.0,3.1,1.341,9.2,0.6,2.9,9.2,3.22,114.0,0.4
priesqu01,Quinn Priester,23.0,BOS/PIT,2LG,3.0,6.0,0.333,4.71,11.0,7.0,1.0,0.0,0.0,0.0,49.2,56.0,30.0,26.0,7.0,14.0,0.0,33.0,3.0,0.0,1.0,221.0,4.7,1.409,10.1,1.3,2.5,6.0,2.36,90.0,-0.1
pukaj01,A.J. Puk*,29.0,ARI/MIA,NL,4.0,9.0,0.308,3.15,62.0,4.0,9.0,0.0,0.0,3.0,71.1,51.0,31.0,25.0,5.0,28.0,2.0,88.0,2.0,1.0,2.0,294.0,2.87,1.107,6.4,0.6,3.5,11.1,3.14,140.0,1.4
quantca01,Cal Quantrill,29.0,COL,NL,8.0,11.0,0.421,4.98,29.0,29.0,0.0,0.0,0.0,0.0,148.1,156.0,83.0,82.0,23.0,69.0,0.0,110.0,11.0,1.0,6.0,656.0,5.32,1.517,9.5,1.4,4.2,6.7,1.59,93.0,1.7
quijajo01,José Quijada*,28.0,LAA,AL,2.0,2.0,0.5,3.26,22.0,0.0,5.0,0.0,0.0,0.0,19.1,12.0,9.0,7.0,1.0,17.0,0.0,24.0,2.0,1.0,0.0,84.0,4.3,1.5,5.6,0.5,7.9,11.2,1.41,131.0,0.3
quintjo01,Jose Quintana*,35.0,NYM,NL,10.0,10.0,0.5,3.75,31.0,31.0,0.0,0.0,0.0,0.0,170.1,150.0,73.0,71.0,22.0,63.0,0.0,135.0,11.0,0.0,7.0,717.0,4.56,1.25,7.9,1.2,3.3,7.1,2.14,105.0,2.5
raganco01,Cole Ragans*,26.0,KCR,AL,11.0,9.0,0.55,3.14,32.0,32.0,0.0,1.0,0.0,0.0,186.1,146.0,71.0,65.0,15.0,67.0,1.0,223.0,6.0,0.0,11.0,762.0,3.0,1.143,7.1,0.7,3.2,10.8,3.33,135.0,4.9
raineta01,Tanner Rainey,31.0,WSN,NL,0.0,0.0,,4.76,50.0,0.0,30.0,0.0,0.0,0.0,51.0,47.0,28.0,27.0,8.0,29.0,1.0,44.0,4.0,0.0,5.0,231.0,5.42,1.49,8.3,1.4,5.1,7.8,1.52,85.0,0.1
raleybr01,Brooks Raley*,36.0,NYM,NL,1.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,25.0,1.88,0.714,2.6,0.0,3.9,11.6,3.0,,0.5
ramirem01,Emmanuel Ramírez,29.0,MIA,NL,0.0,1.0,0.0,6.97,15.0,0.0,2.0,0.0,0.0,0.0,20.2,21.0,17.0,16.0,3.0,8.0,0.0,21.0,3.0,0.0,2.0,92.0,4.62,1.403,9.1,1.3,3.5,9.1,2.63,66.0,-0.3
ramirer02,Erasmo Ramírez,34.0,TBR,AL,3.0,0.0,1.0,4.35,13.0,0.0,10.0,0.0,0.0,1.0,20.2,12.0,12.0,10.0,5.0,10.0,1.0,15.0,1.0,0.0,2.0,85.0,6.46,1.065,5.2,2.2,4.4,6.5,1.5,93.0,-0.2
